Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
Bacterial strains which are not cultivable under conventional methods have thus been identified .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (JJ Bacterial) (NNS strains)) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (RB not) (ADJP (VBN cultivable) (PP (IN under) (NP (JJ conventional) (NNS methods)))))))) (VP (VBP have) (ADVP (RB thus)) (VP (VBN been) (VP (VBN identified)))) (. .))),(S (NP (NP (JJ Bacterial) (NNS strains)) (SBAR (WHNP (WDT which)),Bacterial strains which,0
"This has markedly increased the information available concerning the complexity of the human bowel microbiota, from which over 1250 Operational Taxonomic Units have been identified corresponding to several dominant phyla .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (DT This)) (VP (VBZ has) (ADVP (RB markedly)) (VP (VBN increased) (NP (NP (DT the) (NN information)) (ADJP (JJ available) (PP (VBG concerning) (NP (NP (DT the) (NN complexity)) (PP (IN of) (NP (NP (DT the) (JJ human) (NN bowel) (NN microbiota)) (, ,) (SBAR (WHPP (IN from) (WHNP (WDT which))) (S (NP (QP (RB over) (CD 1250)) (NML (JJ Operational) (NNP Taxonomic)) (NNS Units)) (VP (VBP have) (VP (VBN been) (VP (VBN identified) (S (VP (VBG corresponding) (PP (IN to) (NP (JJ several) (JJ dominant) (NN phyla)))))))))))))))))) (. .)))","(S (NP (DT This)) (VP (VBZ has) (ADVP (RB markedly)) (VP (VBN increased) (NP (NP (DT the) (NN information)) (ADJP (JJ available) (PP (VBG concerning) (NP (NP (DT the) (NN complexity)) (PP (IN of) (NP (NP (DT the) (JJ human) (NN bowel) (NN microbiota)) (, ,) (SBAR (WHPP (IN from) (WHNP (WDT which))) ","This has markedly increased the information available concerning the complexity of the human bowel microbiota,from which",0
"Although the microbiota in adults has been extensively studied, investigation into structural changes and compositional evolution from infants to the elderly has only recently begun.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (SBAR (IN Although) (S (NP (NP (DT the) (NN microbiota)) (PP (IN in) (NP (NNS adults)))) (VP (VBZ has) (VP (VBN been) (ADVP (RB extensively)) (VP (VBN studied)))))) (, ,) (NP (NP (NN investigation)) (PP (IN into) (NP (NP (JJ structural) (NNS changes)) (CC and) (NP (NP (JJ compositional) (NN evolution)) (PP (IN from) (NP (NNS infants))) (PP (IN to) (NP (DT the) (NN elderly))))))) (VP (VBZ has) (ADVP (RB only) (RB recently)) (VP (VBN begun))) (. .)))",(S (SBAR (IN Although),Although,0
Very little information is available pertaining to possible variations that occur with ageing.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (ADJP (RB Very) (JJ little)) (NN information)) (VP (VBZ is) (ADJP (JJ available)) (PP (VBG pertaining) (PP (IN to) (NP (NP (JJ possible) (NNS variations)) (SBAR (WHNP (WDT that)) (S (VP (VBP occur) (PP (IN with) (NP (NN ageing)))))))))) (. .))),(S (NP (ADJP (RB Very) (JJ little)) (NN information)) (VP (VBZ is) (ADJP (JJ available)) (PP (VBG pertaining) (PP (IN to) (NP (NP (JJ possible) (NNS variations)) (SBAR (WHNP (WDT that)),Very little information is available pertaining to possible variations that,1
"In healthy adults, 80% of the identified fecal microbiota can be classified into three dominant phyla: Bacteroidetes, Firmicutes and Actinobacteria .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN In) (NP (JJ healthy) (NNS adults))) (, ,) (NP (NP (CD 80) (NN %)) (PP (IN of) (NP (DT the) (VBN identified) (JJ fecal) (NN microbiota)))) (VP (MD can) (VP (VB be) (VP (VBN classified) (PP (IN into) (NP (NP (CD three) (JJ dominant) (NN phyla)) (: :) (NP (NNS Bacteroidetes) (, ,) (NNS Firmicutes) (CC and) (NNS Actinobacteria))))))) (. .)))","(S (PP (IN In) (NP (JJ healthy) (NNS adults))) (, ,) (NP (NP (CD 80) (NN %)) (PP (IN of) (NP (DT the) (VBN identified) (JJ fecal) (NN microbiota)))) (VP (MD can) (VP (VB be) (VP (VBN classified) (PP (IN into) (NP (NP (CD three) (JJ dominant) (NN phyla)) (: :) (NP (NNS Bacteroidetes) (, ,) (NNS Firmicutes) (CC and) (NNS Actinobacteria))))))) (. .)))","In healthy adults,80 % of the identified fecal microbiota can be classified into three dominant phyla:Bacteroidetes,Firmicutes and Actinobacteria.",1
In general terms the Firmicutes to Bacteroidetes ratio is regarded to be of significant relevance in human gut microbiota composition .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (PP (IN In) (NP (JJ general) (NNS terms))) (NP (DT the) (NML (NML (NNS Firmicutes)) (PP (IN to) (NP (NNP Bacteroidetes)))) (NN ratio)) (VP (VBZ is) (VP (VBN regarded) (S (VP (TO to) (VP (VB be) (PP (IN of) (NP (NP (JJ significant) (NN relevance)) (PP (IN in) (NP (NML (JJ human) (NN gut)) (NN microbiota) (NN composition)))))))))) (. .))),(S (PP (IN In) (NP (JJ general) (NNS terms))) (NP (DT the) (NML (NML (NNS Firmicutes)) (PP (IN to) (NP (NNP Bacteroidetes)))) (NN ratio)) (VP (VBZ is) (VP (VBN regarded),In general terms the  Firmicutes to Bacteroidetes ratio is regarded,1
"On a more refined level, however, the fecal microbiota is a highly complex and diverse bacterial ecosystem.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN On) (NP (DT a) (ADJP (RBR more) (JJ refined)) (NN level))) (, ,) (ADVP (RB however)) (, ,) (NP (DT the) (JJ fecal) (NN microbiota)) (VP (VBZ is) (NP (DT a) (ADJP (ADJP (RB highly) (JJ complex)) (CC and) (ADJP (JJ diverse))) (JJ bacterial) (NN ecosystem))) (. .)))","(S (PP (IN On) (NP (DT a) (ADJP (RBR more) (JJ refined)) (NN level))) (, ,) (ADVP (RB however)) (, ,) (NP (DT the) (JJ fecal) (NN microbiota)) (VP (VBZ is) (NP (DT a) (ADJP (ADJP (RB highly) (JJ complex)) (CC and) (ADJP (JJ diverse))) (JJ bacterial) (NN ecosystem))) (. .)))","On a more refined level,however,the fecal microbiota is a highly complex and diverse bacterial ecosystem.",0
"Within this ecosystems exists a hierarchy of dominant /g)) anaerobic bacteria, represented by the genera Bacteroides, Eubacterium, Bifidobacterium, Peptostreptococcus, Ruminococcus, Clostridium and Propionibacterium, and sub-dominant , bacteria of the Enterobacteriaceae family, especially E. coli, and the genera Streptococcus, Enterococcus, Lactobacillus, Fusobacterium, Desulfovibrio and Methanobrevibacter .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (SINV (PP (IN Within) (NP (DT this) (NNS ecosystems))) (VP (VBZ exists)) (NP (NP (NP (DT a) (NN hierarchy)) (PP (IN of) (NP (NML (JJ dominant) (SYM /) (NNS g)) (-RRB- -RRB-)))) (-RRB- -RRB-) (NP (NP (NP (NN anaerobic) (NN bacteria)) (, ,) (VP (VBN represented) (PP (IN by) (NP (NP (DT the) (NNS genera) (NNP Bacteroides)) (, ,) (NP (NNP Eubacterium)) (, ,) (NP (NNP Bifidobacterium)) (, ,) (NP (NNP Peptostreptococcus)) (, ,) (NP (NNP Ruminococcus)) (, ,) (NP (NNP Clostridium)) (CC and) (NP (NNP Propionibacterium)))))) (, ,) (CC and) (NP (NP (JJ sub-dominant) (, ,) (NN bacteria)) (PP (IN of) (NP (NP (DT the) (NN Enterobacteriaceae) (NN family)) (, ,) (NP (ADVP (RB especially)) (NNP E.) (NN coli)) (, ,) (CC and) (NP (NP (DT the) (NNS genera)) (NP (NNP Streptococcus) (, ,) (NNP Enterococcus) (, ,) (NNP Lactobacillus) (, ,) (NNP Fusobacterium) (, ,) (NNP Desulfovibrio) (CC and) (NNP Methanobrevibacter)))))))) (. .)))","(ROOT (SINV (PP (IN Within) (NP (DT this) (NNS ecosystems))) (VP (VBZ exists)) (NP (NP (NP (DT a) (NN hierarchy)) (PP (IN of) (NP (NML (JJ dominant) (SYM /) (NNS g)) (-RRB- -RRB-)))) (-RRB- -RRB-) (NP (NP (NP (NN anaerobic) (NN bacteria)) (, ,) (VP (VBN represented) (PP (IN by) (NP (NP (DT the) (NNS genera) (NNP Bacteroides)) (, ,) (NP (NNP Eubacterium)) (, ,) (NP (NNP Bifidobacterium)) (, ,) (NP (NNP Peptostreptococcus)) (, ,) (NP (NNP Ruminococcus)) (, ,) (NP (NNP Clostridium)) (CC and) (NP (NNP Propionibacterium)))))) (, ,) (CC and) (NP (NP (JJ sub-dominant) (, ,) (NN bacteria)) (PP (IN of) (NP (NP (DT the) (NN Enterobacteriaceae) (NN family)) (, ,) (NP (ADVP (RB especially)) (NNP E.) (NN coli)) (, ,) (CC and) (NP (NP (DT the) (NNS genera)) (NP (NNP Streptococcus) (, ,) (NNP Enterococcus) (, ,) (NNP Lactobacillus) (, ,) (NNP Fusobacterium) (, ,) (NNP Desulfovibrio) (CC and) (NNP Methanobrevibacter)))))))) (. .)))","Within this ecosystems exists a hierarchy of  dominant/g--anaerobic bacteria,represented by the genera Bacteroides,Eubacterium,Bifidobacterium,Peptostreptococcus,Ruminococcus,Clostridium and Propionibacterium,and sub-dominant,bacteria of the Enterobacteriaceae family,especially E.coli,and the genera treptococcus,Enterococcus,Lactobacillus,Fusobacterium,Desulfovibrio and Methanobrevibacter.",0
Establishment of the intestinal microbiota has been shown to be a progressive process .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (NN Establishment)) (PP (IN of) (NP (DT the) (JJ intestinal) (NN microbiota)))) (VP (VBZ has) (VP (VBN been) (VP (VBN shown) (S (VP (TO to) (VP (VB be) (NP (DT a) (JJ progressive) (NN process)))))))) (. .))),(S (NP (NP (NN Establishment)) (PP (IN of) (NP (DT the) (JJ intestinal) (NN microbiota)))) (VP (VBZ has) (VP (VBN been) (VP (VBN shown),Establishment of the intestinal microbiota has been shown,0
This process of increasing diversity is required for proper development and is important for overall health.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT This) (NN process)) (PP (IN of) (S (VP (VBG increasing) (NP (NN diversity)))))) (VP (VP (VBZ is) (VP (VBN required) (PP (IN for) (NP (JJ proper) (NN development))))) (CC and) (VP (VBZ is) (ADJP (JJ important) (PP (IN for) (NP (JJ overall) (NN health)))))) (. .))),(S (NP (NP (DT This) (NN process)) (PP (IN of),This process of,0
"The major functions attributed to the microbiota present in the gut begin to manifest at the end of the second year of life and comprise: i) nutrients absorption and food fermentation , ii) stimulation of the host immune system and iii) barrier effects against pathogens .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NP (DT The) (JJ major) (NNS functions)) (VP (VBN attributed) (PP (IN to) (NP (NP (DT the) (NN microbiota) (NN present)) (PP (IN in) (NP (DT the) (NN gut))))))) (VP (VP (VBP begin) (S (VP (TO to) (VP (VB manifest) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ second) (NN year)) (PP (IN of) (NP (NN life))))))))))) (CC and) (VP (VBP comprise) (: :) (NP (LS i)) (-RRB- -RRB-) (NP (NP (NNS nutrients) (NML (NML (NML (NN absorption) (CC and) (NN food)) (NN fermentation)) (, ,) (LS ii) (-RRB- -RRB-)) (NN stimulation)) (PP (IN of) (NP (DT the) (NML (NML (NN host) (NN immune) (NN system)) (CC and) (NML (LS iii)))))) (-RRB- -RRB-) (NP (NP (NN barrier) (NNS effects)) (PP (IN against) (NP (NNS pathogens)))))) (. .)))",(S (NP (NP (DT The) (JJ major) (NNS functions)) (VP (VBN attributed) (PP (IN to) (NP (NP (DT the) (NN microbiota) (NN present)) (PP (IN in) (NP (DT the) (NN gut))))))) (VP (VP (VBP begin),The major functions attributed to the microbiota present in the gut begin,1
"Once climax composition is achieved near the end of adolescence, this ecosystem displays a high stability in healthy adults .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (SBAR (IN Once) (S (NP (NN climax) (NN composition)) (VP (VBZ is) (VP (VBN achieved) (PP (IN near) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (NN adolescence))))))))) (, ,) (NP (DT this) (NN ecosystem)) (VP (VBZ displays) (NP (DT a) (JJ high) (NN stability)) (PP (IN in) (NP (JJ healthy) (NNS adults)))) (. .)))",(S (SBAR (IN Once),Once,1
"Although the intestinal microbiota is relatively stable throughout adult life, recent studies indicated that modifications occur in the composition in elderly individuals.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (SBAR (IN Although) (S (NP (DT the) (JJ intestinal) (NN microbiota)) (VP (VBZ is) (ADJP (RB relatively) (JJ stable)) (PP (IN throughout) (NP (JJ adult) (NN life)))))) (, ,) (NP (JJ recent) (NNS studies)) (VP (VBD indicated) (SBAR (IN that) (S (NP (NNS modifications)) (VP (VBP occur) (PP (IN in) (NP (NP (DT the) (NN composition)) (PP (IN in) (NP (JJ elderly) (NNS individuals))))))))) (. .)))",(S (SBAR (IN Although),Although,1
"For example, a reduction in the numbers of Bifidobacteria and Bacteroides has been observed, accompanied also by a decrease of Lactobacilli.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN For) (NP (NN example))) (, ,) (NP (NP (DT a) (NN reduction)) (PP (IN in) (NP (NP (DT the) (NNS numbers)) (PP (IN of) (NP (NN Bifidobacteria) (CC and) (NNS Bacteroides)))))) (VP (VBZ has) (VP (VBN been) (VP (VBN observed) (, ,) (VP (VBN accompanied) (ADVP (RB also)) (PP (IN by) (NP (NP (DT a) (NN decrease)) (PP (IN of) (NP (NNP Lactobacilli))))))))) (. .)))","(S (PP (IN For) (NP (NN example))) (, ,) (NP (NP (DT a) (NN reduction)) (PP (IN in) (NP (NP (DT the) (NNS numbers)) (PP (IN of) (NP (NN Bifidobacteria) (CC and) (NNS Bacteroides)))))) (VP (VBZ has) (VP (VBN been) (VP (VBN observed) (, ,) (VP (VBN accompanied) (ADVP (RB also)) (PP (IN by) (NP (NP (DT a) (NN decrease)) (PP (IN of) (NP (NNP Lactobacilli))))))))) (. .)))","For example,a reduction in the numbers of Bifidobacteria and Bacteroides has been observed,accompanied also by a decrease of Lactobacilli.",0
A commensurate increase in the number of facultative anaerobes also highlights the variation between adults and elderly individuals .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT A) (JJ commensurate) (NN increase)) (PP (IN in) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (JJ facultative) (NNS anaerobes)))))) (ADVP (RB also)) (VP (VBZ highlights) (NP (NP (DT the) (NN variation)) (PP (IN between) (NP (NP (NNS adults)) (CC and) (NP (JJ elderly) (NNS individuals)))))) (. .))),(S (NP (NP (DT A) (JJ commensurate) (NN increase)) (PP (IN in) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (JJ facultative) (NNS anaerobes)))))) (ADVP (RB also)) (VP (VBZ highlights) (NP (NP (DT the) (NN variation)) (PP (IN between) (NP (NP (NNS adults)) (CC and) (NP (JJ elderly) (NNS individuals)))))) (. .))),A commensurate increase in the number of facultative anaerobes also highlights the variation between adults and elderly individuals.,0
Such variation was also observed by Ley et al.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (JJ Such) (NN variation)) (VP (VBD was) (ADVP (RB also)) (VP (VBN observed) (PP (IN by) (NP (NNP Ley) (FW et) (FW al))))) (. .))),(S (NP (JJ Such) (NN variation)) (VP (VBD was) (ADVP (RB also)) (VP (VBN observed) (PP (IN by) (NP (NNP Ley) (FW et) (FW al))))) (. .))),Such variation was also observed by Ley et al.,0
when a correlation between body weight and gut microbial ecology was analysed.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (SBAR (WHADVP (WRB when)) (S (NP (NP (DT a) (NN correlation)) (PP (IN between) (NP (NP (NN body) (NN weight)) (CC and) (NP (NN gut) (JJ microbial) (NN ecology))))) (VP (VBD was) (VP (VBN analysed)))) (. .))),(ROOT (SBAR (WHADVP (WRB when)),when,0
The microbiota in obese subjects shows an elevated proportion of Firmicutes and a reduced population of Bacteroides.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT The) (NN microbiota)) (PP (IN in) (NP (JJ obese) (NNS subjects)))) (VP (VBZ shows) (NP (NP (NP (DT an) (JJ elevated) (NN proportion)) (PP (IN of) (NP (NNS Firmicutes)))) (CC and) (NP (NP (DT a) (VBN reduced) (NN population)) (PP (IN of) (NP (NNPS Bacteroides)))))) (. .))),(S (NP (NP (DT The) (NN microbiota)) (PP (IN in) (NP (JJ obese) (NNS subjects)))) (VP (VBZ shows) (NP (NP (NP (DT an) (JJ elevated) (NN proportion)) (PP (IN of) (NP (NNS Firmicutes)))) (CC and) (NP (NP (DT a) (VBN reduced) (NN population)) (PP (IN of) (NP (NNPS Bacteroides)))))) (. .))),The microbiota in obese subjects shows an elevated proportion of Firmicutes and a reduced population of Bacteroides.,0
"Conversely, a decreased Firmicutes/ Bacteroidetes ratio has been directly related to weight loss .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Conversely)) (, ,) (NP (DT a) (VBN decreased) (NML (NNS Firmicutes) (, /) (NN Bacteroidetes)) (NN ratio)) (VP (VBZ has) (VP (VBN been) (ADVP (RB directly)) (VP (JJ related) (PP (IN to) (NP (NN weight) (NN loss)))))) (. .)))","(S (ADVP (RB Conversely)) (, ,) (NP (DT a) (VBN decreased) (NML (NNS Firmicutes) (, /) (NN Bacteroidetes)) (NN ratio)) (VP (VBZ has) (VP (VBN been) (ADVP (RB directly)) (VP (JJ related) (PP (IN to) (NP (NN weight) (NN loss)))))) (. .)))","Conversely,a decreased  Firmicutes,/Bacteroidetes ratio has been directly related to weight loss.",0
"The work presented here aims to continue to expand our understanding of the intestinal flora including its establishment, composition, and evolution.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NP (DT The) (NN work)) (VP (VBN presented) (ADVP (RB here)))) (VP (VBZ aims) (S (VP (TO to) (VP (VB continue) (S (VP (TO to) (VP (VB expand) (NP (NP (PRP$ our) (NN understanding)) (PP (IN of) (NP (NP (DT the) (JJ intestinal) (NN flora)) (PP (VBG including) (NP (PRP$ its) (NN establishment) (, ,) (NN composition) (, ,) (CC and) (NN evolution))))))))))))) (. .)))",(S (NP (NP (DT The) (NN work)) (VP (VBN presented) (ADVP (RB here)))) (VP (VBZ aims),The work presented here aims,0
"To that end, we focused on the important ratio between Firmicutes and Bacteroidetes.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN To) (NP (DT that) (NN end))) (, ,) (NP (PRP we)) (VP (VBD focused) (PP (IN on) (NP (NP (DT the) (JJ important) (NN ratio)) (PP (IN between) (NP (NNS Firmicutes) (CC and) (NNPS Bacteroidetes)))))) (. .)))","(S (PP (IN To) (NP (DT that) (NN end))) (, ,) (NP (PRP we)) (VP (VBD focused) (PP (IN on) (NP (NP (DT the) (JJ important) (NN ratio)) (PP (IN between) (NP (NNS Firmicutes) (CC and) (NNPS Bacteroidetes)))))) (. .)))","To that end,we focused on the important ratio between Firmicutes and Bacteroidetes.",1
We used a qPCR-based approach to enumerate changes in bacterial populations in the human intestine.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (PRP We)) (VP (VBD used) (NP (DT a) (ADJP (NN qPCR) (HYPH -) (VBN based)) (NN approach)) (S (VP (TO to) (VP (VB enumerate) (NP (NP (NNS changes)) (PP (IN in) (NP (NP (JJ bacterial) (NNS populations)) (PP (IN in) (NP (DT the) (JJ human) (NN intestine)))))))))) (. .))),(S (NP (PRP We)) (VP (VBD used) (NP (DT a) (ADJP (NN qPCR) (HYPH -) (VBN based)) (NN approach)),We used a qPCR-based approach,1
This work is part of the few culture-independent studies which use adapted molecular approaches to analyze modulations of fecal microbiota related to ageing.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (DT This) (NN work)) (VP (VBZ is) (NP (NP (NN part)) (PP (IN of) (NP (NP (DT the) (JJ few) (ADJP (NN culture) (HYPH -) (JJ independent)) (NNS studies)) (SBAR (WHNP (WDT which)) (S (VP (VBP use) (NP (VBN adapted) (JJ molecular) (NNS approaches)) (S (VP (TO to) (VP (VB analyze) (NP (NP (NNS modulations)) (PP (IN of) (NP (NP (JJ fecal) (NN microbiota)) (VP (JJ related) (PP (IN to) (NP (NN ageing))))))))))))))))) (. .))),(S (NP (DT This) (NN work)) (VP (VBZ is) (NP (NP (NN part)) (PP (IN of) (NP (NP (DT the) (JJ few) (ADJP (NN culture) (HYPH -) (JJ independent)) (NNS studies)) (SBAR (WHNP (WDT which)),This work is part of the few culture-independent studies which,0
Average bacterial counts for each human age-group are summarized in Table 1.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (JJ Average) (JJ bacterial) (NNS counts)) (PP (IN for) (NP (DT each) (JJ human) (NN age) (HYPH -) (NN group)))) (VP (VBP are) (VP (VBN summarized) (PP (IN in) (NP (NNP Table) (CD 1))))) (. .))),(S (NP (NP (JJ Average) (JJ bacterial) (NNS counts)) (PP (IN for) (NP (DT each) (JJ human) (NN age) (HYPH -) (NN group)))) (VP (VBP are) (VP (VBN summarized) (PP (IN in) (NP (NNP Table) (CD 1))))) (. .))),Average bacterial counts for each human age-group are summarized in Table 1.,0
"In adults, the Bacteroidetes and Firmicutes are the most prevalent phyla present, the latter of which combines the values obtained for the dominant C. leptum and C. coccoides groups and the sub-dominant Lactobacillus group.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN In) (NP (NNS adults))) (, ,) (NP (DT the) (NNPS Bacteroidetes) (CC and) (NNPS Firmicutes)) (VP (VBP are) (NP (NP (DT the) (ADJP (RBS most) (JJ prevalent)) (NN phyla) (NN present)) (, ,) (SBAR (WHNP (NP (DT the) (NN latter)) (WHPP (IN of) (WHNP (WDT which)))) (S (VP (VBZ combines) (NP (NP (DT the) (NNS values)) (VP (VBN obtained) (PP (IN for) (NP (NP (DT the) (JJ dominant) (NML (NN C.) (NNP leptum) (CC and) (NNP C.)) (NN coccoides) (NNS groups)) (CC and) (NP (DT the) (ADJP (NN sub) (HYPH -) (JJ dominant)) (NNP Lactobacillus) (NN group))))))))))) (. .)))","(S (PP (IN In) (NP (NNS adults))) (, ,) (NP (DT the) (NNPS Bacteroidetes) (CC and) (NNPS Firmicutes)) (VP (VBP are) (NP (NP (DT the) (ADJP (RBS most) (JJ prevalent)) (NN phyla) (NN present)) (, ,) (SBAR (WHNP (NP (DT the) (NN latter)) (WHPP (IN of) (WHNP (WDT which)))) ","In adults,the Bacteroidetes and Firmicutes are the most prevalent phyla present,the latter of which",1
The Bifidobacterium genus is present in eight to ten-fold lower numbers than the two major phyla.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (DT The) (NNP Bifidobacterium) (NN genus)) (VP (VBZ is) (ADJP (JJ present) (PP (IN in) (NP (QP (CD eight) (IN to) (CD ten)) (HYPH -) (VBN fold) (JJR lower) (NNS numbers))) (PP (IN than) (NP (DT the) (CD two) (JJ major) (NNS phyla))))) (. .))),(S (NP (DT The) (NNP Bifidobacterium) (NN genus)) (VP (VBZ is) (ADJP (JJ present) (PP (IN in) (NP (QP (CD eight) (IN to) (CD ten)) (HYPH -) (VBN fold) (JJR lower) (NNS numbers))) (PP (IN than) (NP (DT the) (CD two) (JJ major) (NNS phyla))))) (. .))),The Bifidobacterium genus is present in eight to ten-fold lower numbers than the two major phyla.,0
"E. coli was found to be present at 7.7 log10 CFU/g, also consistent with its characteristic sub-dominant population in adults.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NNP E.) (NNP coli)) (VP (VBD was) (VP (VBN found) (S (VP (TO to) (VP (VB be) (ADJP (JJ present) (PP (IN at) (NP (NP (CD 7.7) (CD log10) (NNP CFU/) (NNS g)) (, ,) (ADJP (RB also) (JJ consistent) (PP (IN with) (NP (NP (PRP$ its) (JJ characteristic) (JJ sub-dominant) (NN population)) (PP (IN in) (NP (NNS adults)))))))))))))) (. .)))",(S (NP (NNP E.) (NNP coli)) (VP (VBD was) (VP (VBN found),E.coli was found,0
Quantification of samples from infants showed total bacterial counts to be nearly ten-fold lower in log10 values than in adults and seniors .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (NN Quantification)) (PP (IN of) (NP (NP (NNS samples)) (PP (IN from) (NP (NNS infants)))))) (VP (VBD showed) (S (NP (JJ total) (NN bacterial) (NNS counts)) (VP (TO to) (VP (VB be) (ADJP (ADVP (NP (QP (RB nearly) (CD ten)) (NN -fold)) (JJR lower)) (PP (IN in) (NP (JJ log10) (NNS values))) (PP (IN than) (PP (IN in) (NP (NNS adults) (CC and) (NNS seniors))))))))) (. .))),(S (NP (NP (NN Quantification)) (PP (IN of) (NP (NP (NNS samples)) (PP (IN from) (NP (NNS infants)))))) (VP (VBD showed),Quantification of samples from infants showed,1
"It is worth noting that while they constitute the major dominant groups in adults and elderly, C. leptum and C. coccoides groups are only observed at a sub-dominant level in infants.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NP (PRP It))) (VP (VBZ is) (ADJP (JJ worth)) (S (VP (VBG noting) (SBAR (IN that) (S (SBAR (IN while) (S (NP (PRP they)) (VP (VBP constitute) (NP (NP (DT the) (JJ major) (JJ dominant) (NNS groups)) (PP (IN in) (NP (NP (NNS adults)) (CC and) (NML (JJ elderly)))))))) (, ,) (NP (NML (FW C.) (NN leptum) (CC and) (NNP C.)) (NN coccoides) (NNS groups)) (VP (VBP are) (ADVP (RB only)) (VP (VBN observed) (PP (IN at) (NP (NP (DT a) (ADJP (NN sub) (HYPH -) (JJ dominant)) (NN level)) (PP (IN in) (NP (NNS infants)))))))))))) (. .)))",(S (NP (NP (PRP It))) (VP (VBZ is) (ADJP (JJ worth)),It is worth,1
Bifidobacteria was clearly the most abundant group measured in infants.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NNP Bifidobacteria)) (VP (VBD was) (ADVP (RB clearly)) (NP (NP (DT the) (ADJP (RBS most) (JJ abundant)) (NN group)) (VP (VBN measured) (PP (IN in) (NP (NNS infants)))))) (. .))),(S (NP (NNP Bifidobacteria)) (VP (VBD was) (ADVP (RB clearly)) (NP (NP (DT the) (ADJP (RBS most) (JJ abundant)) (NN group)) (VP (VBN measured) (PP (IN in) (NP (NNS infants)))))) (. .))),Bifidobacteria was clearly the most abundant group measured in infants.,1
