,Paragraph,Chunk,File_name,n_chunks
503,"Reproducibility and precision of diameter measurements are critical for AST interpretation and antimicrobial therapy. Previous investigations have focused on the correlation of manual and automated measurements using systems like Sirscan, OSIRIS, BIOMIC, or Oxoid Aura [12-16,20]. While correlation of manual and automated systems is well established, we here used a fully automated system to assess, if automated reading is principally able to decrease standard deviation of measurements and, thus, can increase precision. This is of particular importance given the changes in recent EUCAST and, in part, CLSI AST guidelines to decrease or even abandon the intermediate AST zone [19].","Reproducibility and precision of diameter measurements are critical for AST interpretation and antimicrobial therapy. 
 we here used a fully automated system to assess, if automated reading is principally able to decrease standard deviation of measurements and, thus, can increase precision. 
",Standardisation of disk,2
504,"Investigator dependence of manual measurements with the disk diffusion method is partly due to non-standardised conditions such as ambient light, angle of vision, reading plates from top or bottom, or physical and mental condition of the investigator. The Sirscan analysis software reads under standardised light, positioning and background conditions. The lack or downsizing of the intermediate category by CLSI and/or EUCAST 2011/12 guidelines enhances the probability of major and very major errors of repeat measurements since susceptible and resistant categories lie directly adjacent to each other [17-19]. Standardisation of measurements with concomitant lower standard deviations will facilitate consistent AST reports for repeatedly tested strains, or for ASTs of one strain isolated from multiple patient samples. The reproducibility of fully automated Sirscan readings without human interaction (on-screen adjustments) was significantly higher compared with manual calliper measurements. The average standard deviation for repeat measurements of E. coli ATCC 25922 and S. aureus ATCC 29213 inhibition zones was reduced by half using the fully automated reading mode. If, however, Sirscan readings were adjusted onscreen, standard deviations were not significantly lower (Table 3). For P. aeruginosa ATCC 27853 the reduction of standard deviations was less pronounced, probably because calliper measurements already showed a low standard deviation of 0.8 mm. This may originate from the pyoverdin-pigmented growth of P. aeruginosa ATCC 27853 that allows a more precise measurement of zone edges by the unaided human eye. In contrast, compounds forming fuzzy zone edges showed high standard deviations with manual readings, e.g. trimethoprim-sulfamethoxazole, ertapenem, or cefpodoxime (Table 3). Particularly trimethoprim-sulfamethoxazole forms fuzzy zone edges resulting in a broad variation of manual measurements (Tables 3, and 4). For trimethoprim-sulfamethoxazole the EUCAST reading guide for disk diffusion testing recommends to “ignore faint or haze growth up to the disk within a zone with otherwise clear zone edge” [21]. The definition of the zone edge and “faint or haze growth” is strongly dependent on factors like positioning of the plate, ambient light, or even the visual acuity of the investigator. Reading inhibition zones by a camera under standardised conditions and defining the zone edge by picture analysis with a well-defined software algorithm can help to standardise readings and enhance reproducibility and precision of AST reports. Other examples for reading difficulties are chromogenic compounds such as nitrofurantoin that appears as a yellow coloring of the agar hampering precise inhibition zone measurements. The size of the nitrofurantoin inhibition zone tends to be underestimated by the unaided eye and measurement variations are comparably high, frequently resulting in non-fulfilled quality control criteria (Table 4). Fully automated Sirscan readings solved these problems and resulted in low measurement variation along with zone diameters that were in agreement with EUCAST quality control criteria. Manual measurements of amikacin diameters in S. aureus ATCC 29213 and ertapenem diameters in E. coli ATCC 25922 tended to be higher than the quality control range. With fully automated Sirscan readings all measurements were in agreement with EUCAST quality control criteria. These examples illustrate the utility of fully automated zone diameter readings to enhance reproducibility and precision of the Kirby-Bauer method.","The Sirscan analysis software reads under standardised light, positioning and background conditions. 
 The lack or downsizing of the intermediate category by CLSI and/or EUCAST 2011/12 guidelines enhances the probability of major and very major errors of repeat measurements since susceptible and resistant categories lie directly adjacent to each other 
 Standardisation of measurements with concomitant lower standard deviations will facilitate consistent AST reports for repeatedly tested strains, or for ASTs of one strain isolated from multiple patient samples. 
 The reproducibility of fully automated Sirscan readings without human interaction 
 was significantly higher compared with manual calliper measurements. 
 The average standard deviation for repeat measurements of E. coli ATCC 25922 and S. aureus ATCC 29213 inhibition zones was reduced by half using the fully automated reading mode. 
 For P. aeruginosa ATCC 27853 the reduction of standard deviations was less pronounced 
 compounds forming fuzzy zone edges showed high standard deviations with manual readings 
 The definition of the zone edge and “faint or haze growth” is strongly dependent on factors like positioning of the plate, ambient light, or even the visual acuity of the investigator. 
 Fully automated Sirscan readings solved these problems and resulted in low measurement variation along with zone diameters that were in agreement with EUCAST quality control criteria. 
 With fully automated Sirscan readings all measurements were in agreement with EUCAST quality control criteria. 
",Standardisation of disk,11
505,Fully automated readings proved to be a useful tool to automate and standardise disk diffusion measurements improving the quality and reproducibility of AST reports. This is of particular interest in the light of decreasing and/ or abandoning intermediate zones by EUCAST or CLSI and the associated need of more precise measurements to avoid interpretation errors.,"Fully automated readings proved to be a useful tool to automate and standardise disk diffusion measurements improving the quality and reproducibility of AST reports. 
",Standardisation of disk,1
506,This work was supported by the University of Zurich. There are no competing interests to declare.,"
",Standardisation of disk,1
507,"MH conceived of the study, performed the statistical analysis, and drafted the manuscript. RZ participated in data documentation and analysis. ECB, and participated in the study design and coordination and helped to draft the manuscript. All authors read and approved the final manuscript.","
",Standardisation of disk,1
508,"We thank Guido Bloemberg for reading of and critical comments on the manuscript, and Manuel Hillebrand, Claudia Merkofer, and Jacqueline Schönenberger for excellent technical assistance. Part of this work has been presented as a poster at the 69th Annual Assembly of the Swiss Society for Microbiology, Zurich, Switzerland, 2010.","
",Standardisation of disk,1
509,"According to the WHO Multicentre Growth Reference Study Group recommendations, boys and girls have different growth trajectories after birth. Our aim was to develop gender-specific fetal growth curves in a lowrisk population and to compare immediate birth outcomes.","According to the WHO Multicentre Growth Reference Study Group recommendations, boys and girls have different growth trajectories after birth. 
",Sex differences,1
510,"First, second, and third trimester fetal ultrasound examinations were conducted between 2002 and 2012. The data was selected using the following criteria: routine examinations in uncomplicated singleton pregnancies, Caucasian ethnicity, and confirmation of gestational age by a crown-rump length (CRL) measurement in the first trimester. Generalized Additive Model for Location, Scale and Shape (GAMLSS) was used to align the time frames of the longitudinal fetal measurements, corresponding with the methods of the postnatal growth curves of the WHO MGRS Group.","First, second, and third trimester fetal ultrasound examinations were conducted between 2002 and 2012. 
 The data was selected using the following criteria 
 routine examinations in uncomplicated singleton pregnancies 
 Caucasian ethnicity 
 and confirmation of gestational age by a crown-rump length (CRL) measurement in the first trimester. 
 Generalized Additive Model for Location, Scale and Shape (GAMLSS) was used to align the time frames of the longitudinal fetal measurements 
",Sex differences,6
511,"A total of 27,680 complete scans were selected from the astraia© ultrasound database representing 12,368 pregnancies. Gender-specific fetal growth curves for biparietal diameter (BPD), head circumference (HC), abdominal circumference (AC), and femur length (FL) were derived. The HC and BPD were significantly larger in boys compared to girls from 20 weeks of gestation onwards (p < 0.001) equating to a 3-day difference at 20–24 weeks. Boys were significantly heavier, longer, and had greater head circumference than girls (p < 0.001) at birth. The Apgar score at 1 min (p = 0.01) and arterial cord pH (p < 0.001) were lower in boys.","Gender-specific fetal growth curves for biparietal diameter 
 head circumference 
 abdominal circumference 
 femur length 
 were derived. 
 The HC and BPD were significantly larger in boys compared to girls 
 Boys were significantly heavier, longer, and had greater head circumference than girls 
 at birth. 
 The Apgar score at 1 min 
  and arterial cord pH 
 were lower in boys. 
",Sex differences,11
512,"These longitudinal fetal growth curves for the first time allow integration with neonatal and pediatric WHO gender-specific growth curves. Boys exceed head growth halfway of the pregnancy, and immediate birth outcomes are worse in boys than girls. Gender difference in intrauterine growth is sufficiently distinct to have a clinically important effect on fetal weight estimation but also on the second trimester dating. Therefore, these differences might already play a role in early fetal or immediate neonatal management.","Boys exceed head growth halfway of the pregnancy, and immediate birth outcomes are worse in boys than girls. 
 Gender difference in intrauterine growth is sufficiently distinct to have a clinically important effect on fetal weight estimation but also on the second trimester dating. 
",Sex differences,2
513,"Ultrasound has been an indispensable tool for diagnosis in obstetrics and fetal growth assessment for at least 4 decades [1–3]. Clinical management in pregnancies is increasing based on ultrasound measurements derived in the first trimester and on the recognition of pathological fetal growth, which depends on reliable, standardized growth curves [4]. Although it is widely known that boys are slightly larger than girls in the first trimester and at birth, there has been no consideration of fetal gender in the development and interpretation of fetal growth curves [5–8]. This gender dichotomy seems important since there is clear evidence that gestation-specific neonatal outcomes are worse in boys, indicating the vulnerability of the male embryo and fetus [9, 10].","Ultrasound has been an indispensable tool for diagnosis in obstetrics and fetal growth assessment 
 there is clear evidence that gestation-specific neonatal outcomes are worse in boys, indicating the vulnerability of the male embryo and fetus 
",Sex differences,2
514,"Many charts have been published on fetal growth using different methodologies from the early 1990s until early in this decade, after which new (dating) protocols emerged [11]. Most normal ranges were designed from crosssectional data [12–19], which by their nature may represent fetal size at a given point but do not directly infer growth. To derive information on fetal growth, statistical strategies using repeat measurements are required but longitudinal methodologies are utilized more rarely [20, 21]. Given these complexities, the World Health Organization (WHO) Multicentre Growth Reference Study (MGRS) Group recommended Generalized Additive Model for Location, Scale and Shape (GAMLSS) for the construction of the WHO Growth Standards [22, 23]. Most recently, growth charts have been developed in the regions of Europe and the USA and customization based on ethnicity is reported [11, 12, 18, 19, 24].","To derive information on fetal growth, statistical strategies using repeat measurements are required but longitudinal methodologies are utilized more rarely 
 the World Health Organization 
 Multicentre Growth Reference Study 
 Group recommended Generalized Additive Model for Location, Scale and Shape 
 for the construction of the WHO Growth Standards 
",Sex differences,5
515,"Our aim was to develop gender-specific longitudinal first, second, and third trimester normal growth reference curves within a low-risk Caucasian population with a robust WHO-endorsed longitudinal statistical methodology. Further, we aimed to test the validity of these curves by comparing the estimated fetal weights derived from these charts to actual birth weight, and determine whether there were gender differences in fetal growth trajectories and immediate birth outcomes.","Our aim was to develop gender-specific longitudinal first, second, and third trimester normal growth reference curves within a low-risk Caucasian population with a robust WHO-endorsed longitudinal statistical methodology. 
",Sex differences,1
516,"This was an observational longitudinal cohort study of first, second, and third trimester fetal biometry ultrasound examinations performed during 2002–2012 in the University Hospital Leuven. The study was approved by the ethics committee of the University Hospitals KU Leuven. The data was selected from the astraia© ultrasound database with the following criteria (Fig. 1): indication “routine fetal growth” (level 1 and 2 ultrasound scanning for fetal anomalies, excluded), singleton pregnancy, ethnicity “Caucasian,” and gestational age confirmed by a crown-rump length (CRL) measurement (3–83 mm) in the first trimester [25]. Only pregnancies with at least two or maximum three scans (first, second, and third trimester) were selected, representing a routine of care scheme for a low-risk population. The measurements were performed with the following ultrasound machines (with time period of usage): Kretz Voluson 730 (2002–2006), ESAOTE Technos (2002–2006), Acuson Sequoia (2002–2007), General Electric Voluson® 730 Expert (GE Healthcare Medical Systems, Kretztechnik, Zipf, Austria, 2007–2012), General Electric Voluson E8 (GE Healthcare Medical Systems, Kretztechnik, Zipf, Austria, 2007–2012). The first three devices were equipped with a 4–8-MHz curved linear array probe. The GE Voluson E730 and GE Voluson E8 used a curved 4–8-MHz volumetric 3D abdominal probe. All growth data were immediately stored in an electronic database (astraia© Software Inc., Munich, Germany). Fetal measurements were based on the following twodimensional biometric parameters: biparietal diameter (BPD), head circumference (HC), abdominal circumference (AC), and femur length (FL), as designated in the guideline descriptions (Additional file 1) [26]. Only the complete fetal datasets (all four measurements) were analyzed. Neonatal data from the included patients were extracted from their birth files for gestational age at delivery, gender, birth weight, birth length, head circumference, Apgar scores (AS) for the first and fifth minute after birth, umbilical cord arterial pH, and base excess (BE) measurement. Only the gender-specific neonatal datasets were analyzed.","The first three devices were equipped with a 4–8-MHz curved linear array probe. 
 The GE Voluson E730 and GE Voluson E8 used a curved 4–8-MHz volumetric 3D abdominal probe. 
 Neonatal data from the included patients were extracted from their birth files for gestational age at delivery, gender, birth weight, birth length, head circumference, Apgar scores 
 for the first and fifth minute after birth, umbilical cord arterial pH, and base excess 
 measurement. 
",Sex differences,5
517,"Outliers in BPD, HC, AC, or FL were removed from the data. Generalized Additive Models for Location, Scale and Shape (GAMLSS; www.gamlss.org) was applied to construct the growth curves for all four fetal routine fetal biometry measurements: BPD, HC, AC, and FL, by the use of the R package software [22, 23]. We assessed several distributions: Box-Cox-t, Box-Cox Cole and Green, and Box-Cox power exponential. Goodness-of-fit of the models was assessed with QQ plots, Akaike Information Criteria (AIC), and worm plots. The goodnessof-fit was investigated covering the gestational age 12– 40-week period and for substrata of this period. GAMLSS smoothed the antenatal growth curves for BPD, HC, AC, FL, and estimated fetal weight (EFW). For the EFW, the Hadlock-3 formula [Log10 EFW = 1.3350.0034 (AC) (FL) + 0.0316 (BPD) + 0.0457 (AC) + 0.1623 (FL)] was used [11]. The 5th, 10th, 50th, 90th, and 95th percentiles were plotted with grid lines. The whole analysis was done three times: for all pregnancies, for boys, and for girls. SAS 9.4 was used for merging the fetal database with the neonatal database and analyzing the neonatal data (Mann-Whitney test).","Outliers in BPD, HC, AC, or FL were removed from the data. 
 The whole analysis was done three times: for all pregnancies, for boys, and for girls. 
",Sex differences,2
518,"Between 2002 and 2012, 89,933 scans were selected. After restricting to a low-risk population, a total of 27, 680 scans remained representing 12,368 pregnancies (Fig. 1). The mean maternal BMI was 23.8 kg/m2 (std. 4.8), 6.6% of the women smoked. Gender-specific birth datasets could be ascertained in 76.1% of the cases and are outlined in Table 1. In total, we had 4900 boys and 4513 girls, representing respectively 10,992 and 10,092 scans. The mean birth weight, birth length, and head circumference were significantly (p < 0.001) different for boys (3450 g, 50.9 cm, 34.9 cm) as compared to girls (3329 g, 50.1 cm, 34.3 cm). A low 1-min AS (≤ 5) was more common in boys (3.8%) as compared to girls (2.9%) (p = 0.01) as was a low 5-min AS (≤ 7) for boys (3.2%) compared to girls (2.3%; Table 1) (p = 0.009). The arterial umbilical cord pH was lower in boys compared to girls (p < 0.001). There was no difference in asphyxia, defined as a pH < 7.10, in boys (0.9%) compared to girls (1.0%, p = 0.90), and abnormal BE (< − 10 mEq/L) was the same for both sexes. There was no difference in preterm birth (< 37 weeks) for girls (5.7%) and boys (6.5%, p = 0.14; Table 2) which occurred in 6% of the pregnancies overall. In the preterm group, boys were heavier (p = 0.003), longer (p = 0.005), and had larger head circumferences (p = 0.006). The immediate outcome of AS and pH were also different in boys and girls, although not statistically different due to the smaller preterm group (Table 2). The term group is outlined separately in Additional file 2.","a total of 27, 680 scans remained representing 12,368 pregnancies 
 The mean birth weight, birth length, and head circumference were significantly 
 different for boys 
 as compared to girls 
 A low 1-min AS 
 was more common in boys 
 as compared to girls 
 as was a low 5-min AS 
 for boys 
 compared to girls 
 The arterial umbilical cord pH was lower in boys compared to girls 
 There was no difference in asphyxia, defined as a pH < 7.10, in boys 
 compared to girls 
 and abnormal BE 
 was the same for both sexes. 
 There was no difference in preterm birth 
 for girls 
 and boys 
 which occurred in 6% of the pregnancies overall. 
 In the preterm group, boys were heavier 
 longer 
 and had larger head circumferences 
 The immediate outcome of AS and pH were also different in boys and girls, although not statistically different due to the smaller preterm group 
",Sex differences,23
519,"GAMLSS longitudinal fetal antenatal growth curves for BPD, HC, AC, and FL from 12 to 40 weeks were developed for boys, girls, and combined (Additional file 3). For each parameter, the 5th, 10th, 50th, 90th, and 95th centiles were constructed. Actual values for these centiles and grid curves are outlined in Additional file 4. Comparing the two gender growth trajectories and their percentiles, for BPD, there was a significant (p < 0.001) difference for all percentiles in boys having higher BPD measurements (Fig. 2, Table 3). At 24 weeks, the 50th percentile BPD for boys (60.4 mm) is significantly higher as compared to girls (58.9 mm, p < 0.001; Additional file 5). This corresponds to a difference of three gestational days. The boys’ 5th percentile aligns with the 10th percentile of the girls, and the 90th percentile aligns with the 95th percentile of the girls. For HC, these differences were even more pronounced (p < 0.001; Additional file 5). The prenatal difference of HC of boys at the 95th percentile increases to + 6.5 mm at 35 weeks, but it is already present at 2 weeks of gestation (+ 3.8 mm; Fig. 3, Table 4). The neonatal head circumference confirmed this difference of + 6 mm as being significant between boys and girls (p < 0.001; Table 1). Generally, prenatal AC measurements were significantly higher in boys than in girls, but less demonstrable across the total gestational period than for BPD and HC (Fig. 4). For FL, there was no significant difference between boys and girls in their antenatal growth percentiles (Fig. 5). The EFW was different in boys throughout the gestational age at different percentiles compared to girls, except for the 40 weeks measurement (Table 5). Girls reach the 500 g EFW 1 day later (22wks3/7) as compared to the boys (22wks2/7; Additional file 5). At the 50th percentile at 24 weeks, boys are estimated to be 21 g heavier compared to girls (p = 0.02; Additional file 5).","GAMLSS longitudinal fetal antenatal growth curves for BPD, HC, AC, and FL from 12 to 40 weeks were developed for boys, girls, and combined 
 For each parameter, the 5th, 10th, 50th, 90th, and 95th centiles were constructed. 
 there was a significant 
 difference for all percentiles in boys having higher BPD measurements 
 For HC, these differences were even more pronounced 
 prenatal AC measurements were significantly higher in boys than in girls, but less demonstrable across the total gestational period than for BPD and HC 
 For FL, there was no significant difference between boys and girls in their antenatal growth percentiles 
 The EFW was different in boys throughout the gestational age at different percentiles compared to girls, except for the 40 weeks measurement 
 At the 50th percentile at 24 weeks, boys are estimated to be 21 g heavier compared to girls 
",Sex differences,9
520,"In this study, we have constructed antenatal growth and estimated fetal weight charts, with a strict and clearly defined selection protocol in a normal Caucasian population and separately for boys and girls. Boys have significantly larger late -second and third trimester HC, BPD, and AC measurements than girls. For FL, there are no differences. The implication of these findings is that a boy and a girl at exactly 24 weeks of gestation might, based  on  the  current  late  second  trimester  dating protocols with head measurements, be assigned a gestation as much as 3-day difference and an EFW difference of 21 g at 24 weeks favoring the boys. These antenatal differences were confirmed at birth with boys being significantly heavier, longer, and having larger head circumferences as compared to girls. The 1- and 5-min AS and cord pH was lower in boys. The dating and weight estimation differences could potentially be taken into account in determining prenatal and immediate perinatal viability management in terms of timing the administration of maternal steroids for fetal lung maturation, decisions for delivery, and possible resuscitation. Also, in the post-term period management in pregnancy, these gender differences could also potentially influence decisions including the timing of labor inductions, affecting an even larger population. Consequently, if second trimester dating of the pregnancy has been undertaken, girls are potentially put at risk of stillbirth in the post term period by assuming the gestational maturity to be less than it is [27].","Boys have significantly larger late -second and third trimester HC, BPD, and AC measurements than girls. 
 For FL, there are no differences. 
 The implication of these findings is that a boy and a girl at exactly 24 weeks of gestation might, based  on  the  current  late  second  trimester  dating protocols with head measurements, be assigned a gestation as much as 3-day difference and an EFW difference of 21 g at 24 weeks favoring the boys. 
 The 1- and 5-min AS and cord pH was lower in boys. 
 in the post-term period management in pregnancy, these gender differences could also potentially influence decisions including the timing of labor inductions, affecting an even larger population. 
 if second trimester dating of the pregnancy has been undertaken, girls are potentially put at risk of stillbirth in the post term period by assuming the gestational maturity to be less than it is 
",Sex differences,6
521,"In one cross-sectional study, a difference has been shown between fetal head measurements for both boys and girls, although the curves were constructed with the older linear regression models [28]. They also confirmed the birth weight difference but did not report information on neonatal head circumference or other outcomes (AS, cord pH). Another unselected multi-ethnic combined cross-sectional and longitudinal population study also found differences in fetal head and abdomen measurements using statistical methods current at that time; however, no birth outcomes were available [29].","In one cross-sectional study, a difference has been shown between fetal head measurements for both boys and girls 
 Another unselected multi-ethnic combined cross-sectional and longitudinal population study also found differences in fetal head and abdomen measurements using statistical methods current at that time 
",Sex differences,2
522,"While it has been demonstrated that gestation-specific neonatal outcomes are worse in boys than in girls [9, 10], what had not been previously appreciated in a routine population is that boys have lower Apgar scores at both 1 and 5 min and lower cord pH values at delivery than girls. These results underline male vulnerability in the perinatal period. In a recent published elegant report on neonatal outcome in appropriately grown term babies, gender differences were demonstrated in terms of lower Apgar scores at 5 min and higher rates of instrumental deliveries for failure to progress in labor for boys [30]. This concerned a multi-ethnic retrospective cohort from one center and birth data specified for both genders. They demonstrated a birth weight difference of 135 g at term, comparing closely with the 121 g that we report, but their data lacked other anthropometric data (birth length and head circumference) and antenatal growth data. It is of course possible that neonatal outcomes are worse because immediate birth outcomes are worse. Whether this is an attribute of being male per se, or some effect of fetal size on delivery, cannot be explained from their results or ours. We can demonstrate that the gender differences in fetal anthropometry starting from 20 weeks onwards affect fetal dating and the estimated fetal weight. In our preterm sub-analysis, the birth weight differences between boys and girls are also present in absolute mean differences (Δbirth weight 161 g, Δbirth length 0.8 cm, ΔHC 0.6 cm), and there are noticeable differences between AS and umbilical cord pH (Table 2), although not statistically significant due to smaller numbers. One hypothesis is that either the differences in biometry are relatively more important in the (full-grown) male fetus interacting with maternal pelvic limitations causing more labor dystocia for boys, and hence lower AS. Alternatively, other fetal gender-specific factors can influence the birth process and compromising the immediate birth outcomes. Gender-specific body composition at birth has been reported, where the male infant has more fat mass and lean body mass than the female infant, especially in well-nourished mothers [31]. This phenomenon has been associated with gender different intrauterine physical adaptations to an enhanced nutrient supply from the mother. The male infant body composition has been more subject to maternal influences as higher pre-gestational BMI and excessive gestational weight gain [32]. Lastly, the lung maturation of the male fetus proceeds slower than in the female fetus, possibly contributing to a higher rate of low AS in the term grown fetus. In animal studies, lung fluid secretion is inhibited and the lung fluid absorption initiated by adrenalin infusions at birth [33]. And preterm asphyxiated male infants have lower adrenaline levels than female infants, again putting the boys at higher risk [34]. Whether in the term infant this will be similar is unknown.","These results underline male vulnerability in the perinatal period. 
 Whether this is an attribute of being male per se, or some effect of fetal size on delivery, cannot be explained from their results or ours. 
 We can demonstrate that the gender differences in fetal anthropometry starting from 20 weeks onwards affect fetal dating and the estimated fetal weight. 
 One hypothesis is that either the differences in biometry are relatively more important in the 
 male fetus interacting with maternal pelvic limitations causing more labor dystocia for boys, and hence lower AS. 
 other fetal gender-specific factors can influence the birth process and compromising the immediate birth outcomes. 
 The male infant body composition has been more subject to maternal influences as higher pre-gestational BMI and excessive gestational weight gain 
 the lung maturation of the male fetus proceeds slower than in the female fetus, possibly contributing to a higher rate of low AS in the term grown fetus. 
",Sex differences,8
523,"Our antenatal growth curves are unique in that all four fetal growth parameters (BPD, HC, AC, and FL) were measured in standardized circumstances in accordance with international guidelines [26]. Longitudinal growth charts were constructed for each parameter, with the WHO advocated GAMLSS method used [22, 23]. GAMLSS can combine longitudinal data with a cross sectional component and can construct centiles in a way that they are constrained and do not cross. Further, in using the GAMLSS analysis statistics, one could, by synchronizing the statistical methods of the WHO, align the biometry measurements with the neonatal and pediatric charts [22, 23]. With the available neonatal data, we could discriminate different growth curves for boys and girls for all four fetal growth parameters and hence the EFW. Since the introduction of ultrasound in antenatal care, many reports on fetal growth curves have been published [11–21]. Recognizing pathological fetal growth depends on reliable, standardized growth curves [35]. Discrepancies between the curves have often been attributed to the differences in methodology and population selection [36]. A recent report reviewed fetal growth charts, demonstrating the wide variations of methodologies on how these charts have been constructed concluding that there were many grounds for bias in the growth curves that are currently used [37].  Particularly in “inclusion/exclusion criteria,” “ultrasound quality control measures,” and “gestational dating protocols,” many ambiguities existed. Standardization of the methodologies with a checklist was recommended to define a high quality study [37]. When we compare our growth charts to the requirements, these would be compliant for the combination of a high-quality control score, longitudinal design, sample size, and the fact that all four parameters (BPD, HC, AC, and FL) were examined (Additional file 6). All growth measurements were reviewed by certified staff members, judging all the scanned images as to whether they adhered to the protocol described. We also incorporated a strict protocol on pregnancy dating. Only pregnancies that had a first trimester confirmation scan on gestational age were included: crown-rump length (CRL) measurement between 3 and 83 mm (gestational age ≥ 5+0 and < 14+0 weeks) [4, 25]. In Belgium, in routine obstetrical care, every pregnant woman will be offered a first, second, and third trimester ultrasound scan with fetal growth measurements. In many countries, the third trimester scan is not part of the routine care for low-risk pregnancies [38]. Also, to measure the four fetal growth parameters in the first trimester is not a routine care and allowed us to define “fetal growth” through serial measurements, instead of “fetal size,” as defined through cross-sectional measurements [12–19, 39]. Furthermore, we were able to eliminate aberrant fetal growth and extreme maternal influences by excluding fetal anomalies (level 1 and 2 indications) and including only the mothers enrolled to a routine obstetric care scheme [40]. Finally, a population-based cohort was generated with a significant sample size over a period of 11 years. The description of a routine population could also be supported by our neonatal data. Neonatal data was complete for 76% in our cohort. The rate of premature birth was 6%, which is consistent with the European nationally accepted norms. In our population selection, we further customized the charts for one maternal and one fetal factor. We selected on ethnicity “Caucasian” and the fetal gender. Other ethnicity derived customized growth curves have arisen in response to the early reference charts from mainly Europe and the USA [18, 19]. Ethnicity was reported to have a discriminative influence on fetal growth [24, 41]. The aim of the INTERGROWTH-21st study was to construct prescriptive instead of descriptive curves using the same statistical methods as used in our study (GAMLLS) [42]. The study population comprised 35% of the pregnant population, recruited highly selected healthy, educated (> 75% of a local level), non-obese (BMI 18–30 kg/m2), non-smoking women, 18–35 years of age and recruited in selected institutes. This highly qualitative study (Additional file 6) represents a fascinating investigation of the physiology of fetal growth, concluding that optimal growth potential can be attained irrespective of the ethnicity in a selected population, which is in contradiction with the previous studies. Unfortunately, it lacks information on fetal gender differences; not all measurements were longitudinal, and the derived charts are by their selective nature manifestly not representative of a general population, regardless of the ethnicity concerned. Our current study adds these advantages. Girls and boys both have different neonatal growth curves, assuming there is a discriminative effect of the gender on their growth trajectories. In more than three quarters of our cohort, complete neonatal data was registered, including gender registration. Therefore, we focused on developing two separate fetal growth charts, both for boys and girls. Comparing the extremes of growth (< p5 and > p95), the female fetus is considered wrongfully small or non-macrosomic and the male fetus vice versa when compared to the INTERGROWTH-21st curves (Table 6). Fetal gender, unlike maternal ethnicity, is not commonly known in the first trimester but it is from the 20 weeks’ scan onwards (“anomaly” scan). From a clinical point of view, it seemed therefore relevant to start discriminating these curves from 20 weeks of gestation onwards.","Longitudinal growth charts were constructed for each parameter, with the WHO advocated GAMLSS method used 
 Recognizing pathological fetal growth depends on reliable, standardized growth curves 
 We also incorporated a strict protocol on pregnancy dating. 
 Only pregnancies that had a first trimester confirmation scan on gestational age were included: crown-rump length 
 measurement between 3 and 83 mm 
 we were able to eliminate aberrant fetal growth and extreme maternal influences by excluding fetal anomalies 
 and including only the mothers enrolled to a routine obstetric care scheme 
 a population-based cohort was generated with a significant sample size over a period of 11 years. 
 The rate of premature birth was 6%, which is consistent with the European nationally accepted norms. 
 Ethnicity was reported to have a discriminative influence on fetal growth 
 The study population comprised 35% of the pregnant population, recruited highly selected healthy, educated 
 non-obese 
 non-smoking women, 18–35 years of age and recruited in selected institutes. Girls and boys both have different neonatal growth curves, assuming there is a discriminative effect of the gender on their growth trajectories. 
 In more than three quarters of our cohort, complete neonatal data was registered, including gender registration. 
 Comparing the extremes of growth 
 the female fetus is considered wrongfully small or non-macrosomic and the male fetus vice versa when compared to the INTERGROWTH-21st curves 
",Sex differences,16
524,"Some limitations on constructing these charts have to be addressed. The study was performed in a university teaching hospital, a large tertiary referral center, not necessarily reflecting a routine setting. This center, on the other hand, also has a regional remit for routine obstetric care for low-risk pregnancies, but the included cases were not selected on maternal morbidity nor on parental characteristics. Some maternal characteristics (e.g., smoking occurred in 6.6%) were not excluded in the selected cohort, deliberately to prevent “super normalization” of the cohort. But artificial conception was excluded for intracytoplasmic sperm injection, since this is a level 1 ultrasound indication. Finally, it is expected that within this large time period, some women with subsequent pregnancies were included more than once for this cohort.","Some maternal characteristics 
 were not excluded in the selected cohort, deliberately to prevent “super normalization” of the cohort. 
 artificial conception was excluded for intracytoplasmic sperm injection, since this is a level 1 ultrasound indication. 
",Sex differences,3
